doc_id,segment_id,sender,source_language,target_language,lp,source,mt,reference,nr_words,severity,minor,major,critical,mqm,typology_error,error,start_index,end_index
en_de_#CLIENT-02#_default_2021-01-24-10,0,client,de,en,de_en,"Wenn ich ein Buch auf den #PRS_ORG# runtergeladen habe, kommt die Meldung Ihr #PRS_ORG# authorisiert dieses Buch nicht","When I downloaded a book to the #PRS_ORG#, the message said that your #PRS_ORG# does not authorize this book.","If I download a book to the #PRS_ORG#, I receive the message ""Your #PRS_ORG# does not authorize this book.""",19,,0,0,0,100.0,,,,
en_de_#CLIENT-02#_default_2021-01-24-10,1,client,de,en,de_en,neue #ALPHANUMERIC_ID# un in #PRS_ORG# neu freigeben half nichts?,Release the new #ALPHANUMERIC_ID# and #PRS_ORG# didn't help?,New ALPHANUMERIC_ID# and release in #PRS_ORG# didn't help at all?,9,minor/neutral/minor/neutral,2,0,0,77.77777778,Grammar/Source Issue/Punctuation/Source Issue,Release/and/?/?,0/34/59/59,7/37/60/60
en_de_#CLIENT-02#_default_2021-01-24-10,2,client,de,en,de_en,Tekl #PHONENUMBER#,Tekl #PHONENUMBER#,Tel #PHONENUMBER#,2,neutral/critical,0,0,1,-400.0,Source Issue/Untranslated,Tekl/Tekl,0/0,4/4
en_de_#CLIENT-02#_default_2021-01-24-10,3,client,de,en,de_en,#EMAIL#,#EMAIL#,#EMAIL#,1,,0,0,0,100.0,,,,
en_de_#CLIENT-02#_default_2021-01-24-10,4,client,de,en,de_en,"Kauf gar nicht, da ich nur über die Bücherrei ausleihe","Not a purchase, because I only borrow from the library.","I don't buy any at all, because I only borrow through the library.",10,minor,1,0,0,90.0,Mistranslation,Not a purchase,0,14
en_de_#CLIENT-02#_default_2021-01-24-10,5,agent,en,de,en_de,Thank you for the information.,Vielen Dank für die Information.,Danke für die Information.,5,,0,0,0,100.0,,,,
en_de_#CLIENT-02#_default_2021-01-24-10,6,agent,en,de,en_de,I will be more than happy to assist you.,Ich helfe Ihnen sehr gerne weiter.,Ich helfe dir sehr gerne weiter.,6,,0,0,0,100.0,,,,
en_de_#CLIENT-02#_default_2021-01-24-10,7,client,de,en,de_en,"Wenn ich ein Buch auf den #PRS_ORG# runtergeladen habe, kommt die Meldung Ihr #PRS_ORG# authorisiert dieses Buch nicht","When I downloaded a book to the #PRS_ORG#, the message said that your #PRS_ORG# does not authorize this book.","If I download a book to the #PRS_ORG#, I receive the message ""Your #PRS_ORG# does not authorize this book"".",19,,0,0,0,100.0,,,,
en_de_#CLIENT-02#_default_2021-01-24-10,8,client,de,en,de_en,gibt es da Probleme?,Are there problems?,Are there any problems?,3,minor,1,0,0,66.66666667,Omission,,9,10
en_de_#CLIENT-02#_default_2021-01-24-10,9,agent,en,de,en_de,Hqave you verified your #PRS_ORG# and #PRS_ORG# are ahutorized?,"Haben Sie überprüft, ob Ihre #PRS_ORG# und #PRS_ORG# geschützt sind?",Hast du #PRS_ORG# und #PRS_ORG# überprüft?,10,major,0,1,0,50.0,Mistranslation,geschützt,53,62
